3056;STALEVO 100/25/200MG;CC-Pharma GmbH;FTA;2019-02-15;PARTIAL
3412;EVISTA;Pharma Gerke Arzneimittelvertriebs GmbH;FTA;2019-02-15;PARTIAL
3458;INSUMAN RAPID 100IE/ML;kohlpharma GmbH;ZAM;2019-02-15;PARTIAL
3607;FEMPRESS PLUS 15MG/25MG;PUREN Pharma GmbH & Co. KG;FTA;2019-02-15;PARTIAL
3659;PROGRAF 1MG;EurimPharm Arzneimittel GmbH;HKP;2019-02-15;PARTIAL
3665;PROGRAF 1MG;EurimPharm Arzneimittel GmbH;HKP;2019-02-15;PARTIAL
5291;CLINDASOL 600MG FILMTABL;CNP Pharma GmbH;FTA;2019-02-15;PARTIAL
5925;OMEPRAZOL - CT 20MG HARTKA;AbZ Pharma GmbH;KMR;2019-02-15;PARTIAL
6126;HYDREA;axicorp Pharma GmbH;HKP;2019-02-15;PARTIAL
6267;RIBOFLUOR 50MG/ML;ribosepharm division Hikma Pharma GmbH;ILO;2019-02-15;PARTIAL
6296;ATARAX 25MG;BERAGENA Arzneimittel GmbH;FTA;2019-02-15;PARTIAL
6304;ATARAX 25MG;BERAGENA Arzneimittel GmbH;FTA;2019-02-15;PARTIAL
6468;ATARAX 25MG;BERAGENA Arzneimittel GmbH;FTA;2019-02-15;PARTIAL
6557;DEXA - CT 4MG TABLETTEN;AbZ Pharma GmbH;TAB;2019-02-15;PARTIAL
6600;DEXA - CT 8MG TABLETTEN;AbZ Pharma GmbH;TAB;2019-02-15;PARTIAL
6617;DEXA - CT 8MG TABLETTEN;AbZ Pharma GmbH;TAB;2019-02-15;PARTIAL
6623;DEXA - CT 8MG TABLETTEN;AbZ Pharma GmbH;TAB;2019-02-15;PARTIAL
6669;METO-SUCCINAT SANDOZ 23.75;Hexal AG;RET;2019-02-15;PARTIAL
6936;METO-SUCCINAT SANDOZ47.5MG;Hexal AG;RET;2019-02-15;PARTIAL
6965;METO-SUCCINAT SANDOZ 95MG;Hexal AG;RET;2019-02-15;PARTIAL
7255;METO-SUCCINAT SANDOZ 190MG;Hexal AG;RET;2019-02-15;PARTIAL
7350;ITRACONAZOL AL 100MG HART;ALIUD Pharma GmbH;HKP;2019-02-15;PARTIAL
8125;FINASTERID RATIOPHARM 5MG;ratiopharm GmbH;FTA;2019-02-15;PARTIAL
8131;FINASTERID RATIOPHARM 5MG;Holsten Pharma GmbH;FTA;2019-02-15;PARTIAL
8148;FINASTERID RATIOPHARM 5MG;Holsten Pharma GmbH;FTA;2019-02-15;PARTIAL
8496;JURNISTA 8MG RETARDTABL;JANSSEN-CILAG GmbH;RET;2019-02-15;PARTIAL
8556;XYZALL;EurimPharm Arzneimittel GmbH;FTA;2019-02-15;PARTIAL
8562;XYZALL;EurimPharm Arzneimittel GmbH;FTA;2019-02-15;PARTIAL
8579;PROGRAF 1MG;kohlpharma GmbH;HKP;2019-02-15;PARTIAL
8585;PROGRAF 1MG;kohlpharma GmbH;HKP;2019-02-15;PARTIAL
9923;DUSPATALIN 135MG;EurimPharm Arzneimittel GmbH;UTA;2019-02-15;PARTIAL
9946;DUSPATALIN 135MG;EurimPharm Arzneimittel GmbH;UTA;2019-02-15;PARTIAL
9952;PENICILLIN V STADA 1.5MEGA;STADAPHARM GmbH;TAB;2019-02-15;PARTIAL
9969;PENICILLIN V STADA 1.5MEGA;STADAPHARM GmbH;TAB;2019-02-15;PARTIAL
